id,text,metadata
730,"Melanoma can occur on any part of the skin.
Melanoma is a type ofskin cancermost often seen in adults. It also affects about 300–400 children and teens each year in the United States. Melanoma can develop on any part of the skin. It can also occur in the eye. If left untreated, melanoma can spread to other parts of the body.
In melanoma, cancer forms in skin cells calledmelanocytes. These cells produce melanin, which provides color (pigment) to the skin.
Melanin helps protect the skin fromultraviolet radiation (UVradiation). People with darker skin have more melanin and are less likely to develop melanoma.
Melanoma accounts for about 1% of cancers in children under age 15. It occurs more often in older age groups.
Symptoms of melanoma include unusual skin changes such as:
A mole that gets bigger, changes color, bleeds, or itches
A pale or red-colored bump
Treatment for melanoma depends on thestageof disease. Patients usually havesurgeryto remove the cancer. More severe disease may require other treatment. This may includetargeted therapy,chemotherapyand/orimmunotherapy.
When caught early, survival rates for melanoma are good. But melanoma can spread tolymph nodesand other parts of the body. This can make it hard to treat. So, awareness and early detection of melanoma is quite important.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'What is melanoma?', 'super_section': None}"
731,"It is best to identify skin cancers as soon as possible.Skin cancer screeningcan help you do that.
Signs of melanoma include:
A mole or bump on the skin that grows or changes shape, especially if changes occur in a short period of time
An irregular-shaped or large mole
A pale or red-colored bump on the skin
A mole or bump that itches or bleeds","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Symptoms of melanoma', 'super_section': None}"
732,"A helpful way to think about signs of melanoma is to use the ABCDE method:
A: Asymmetry – One half of the spot is different than the other.
B: Border – The spot’s edges or border are notched or jagged, not smooth.
C: Color variation – The spot’s color varies from one area to another.
D: Diameter – Melanoma is often larger than a pencil eraser when diagnosed. But it could be smaller.
E: Evolution – Melanoma’s shape, size, or color changes over time.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'ABCDE method', 'super_section': None}"
733,"Some factors increase the risk for melanoma. These include:
Age – Melanoma is more common in teens than in young children.
Skin color – People who have fair skin, light or red hair, light-colored eyes, and tend to sunburn easily are at higher risk. People with darker skin are less likely to develop melanoma.
Skin conditions – People who are born with large, dark spots on their skin calledmelanocytic neviare more likely to develop melanoma. Some inherited conditions can also increase risk. These includexeroderma pigmentosum,retinoblastoma, andWerner syndrome.
Family history – Having a family history of melanoma or unusual moles increases melanoma risk.
UV light exposure – UV radiation damages theDNAof skin cells. Sunlight is the main source of UV exposure. Tanning beds and UV nail-polish dryers are other sources. Learn how toprotect your skin from sun and UV exposure.
Sunburns – People with a history of blistering sunburns are more likely to develop melanoma.
Radiation therapy – Patients who had radiation therapy have a higher risk of developing melanoma.
Weakened immune system – Low immunity due to serious illness or transplant can increase melanoma risk.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Risk factors for melanoma', 'super_section': None}"
734,"Doctors use several procedures and tests to diagnose melanoma. These include:
Health historyand physical exam
Skin exam
Biopsyto collect tissue from deeper levels of the skin and see how far the tumor extends from the surface
May want to add tests to see if there are genes that are abnormal in the melnoma like BRAF or others
Other tests may be needed if doctors think melanoma may have spread. These tests include:
Blood tests – These may include checking the level oflactate dehydrogenase(LDH). The LDH level may be higher when melanoma is present.
Lymph node mappingand asentinel lymph node biopsy– These are used to see if melanoma has spread to nearby lymph nodes. Doctors inject a special dye or radioactive substance near the melanoma site. The dye travels through thelymphatic systemto the lymph nodes closest to the original tumor. A surgeon can remove those lymph nodes and test them for cancer. This helps doctors find out the disease stage and plan treatments.
Imaging tests– The type of tests depend on the specific tumor and the involvement of lymph nodes. Such tests may includemagnetic resonance imaging(MRI),positron emission tomography(PET) scans, andcomputed tomography(CT or CAT scan).
This PET scan shows the spread of melanoma in a child. Green arrows mark where cancer has spread.
Melanoma has several subtypes:
Superficial spreading– The most common type of melanoma. It tends to grow slowly and appear more flat and broad.
Spitzoid(spitz nevus) – The most common type of melanoma in younger patients. It looks like a mole.
Nodular– Starts as a raised area that grows quickly, often deep into the skin.
Lentigo maligna– A slow-growing type. It usually occurs on the head or neck of adults.
Acral lentiginous– Most common in people with darker skin. It can occur on the soles of the feet, palms of the hand, and under nails.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Diagnosis of melanoma', 'super_section': None}"
735,"Melanoma is classified in stages 1–4. These stages are based on factors that include:
Tumor thickness or how deep melanoma is found in the skin
If the tumor has cracked or broken through the top layer of the skin (ulcerated)
If the tumor has spread to lymph nodes
If the tumor has spread to other parts of the body
Melanomain situ: Cancer cells are found only in the top layer of the skin
Melanoma thickness less than 0.8 millimeter (mm); no ulceration and no sign of spread
Melanoma thickness 0.8–1 mm; no ulceration and no sign of spread
Melanoma thickness 1 mm or less with ulceration; no sign of spread
Melanoma thickness of 1.1–2 mm; no ulceration and no sign of spread
Melanoma thickness of 1.1–2 mm with ulceration; no sign of spread
Melanoma thickness of 1.1–2 mm with ulceration; no sign of spread
Melanoma thickness of 2.1–4 mm; no ulceration and no sign of spread
Melanoma thickness of 2.1–4 mm; no ulceration and no sign of spread
Melanoma thickness of 2.1–4 mm with ulceration; no sign of spread
Melanoma thickness of 2.1–4 mm with ulceration; no sign of spread
Melanoma thickness more than 4 mm; no ulceration and no sign of spread
Melanoma thickness more than 4 mm; no ulceration and no sign of spread
Melanoma thickness more than 4 mm with ulceration; no sign of spread
Melanoma of any thickness with spread to nearby lymph nodes but to no other parts of the body
Melanoma has spread to lymph nodes and to other parts of the body, including lung, brain, other organs, or other sites on the skin","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Stages of melanoma', 'super_section': None}"
736,"Treatment for melanoma depends on the:
Location of the melanoma
Features of the tumor (gene changes andhistology)
Stage of disease
SurgerySurgeryis the main treatment for melanoma. Melanoma may go through many layers of skin. To remove all of the cancer, surgeons may remove a large area of skin around the melanoma. A skin graft may be needed to close the wound. Lymph node biopsy and removal of lymph nodes (dissection) may also be needed. Patients withlocalizedtumors (stage 1 and 2) may be treated with surgery alone.If melanoma has spread to lymph nodes or other parts of the body, other treatments are needed. These may include immunotherapy and/or chemotherapy.Children may be treated for melanoma as part of aclinical trial.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Treatment of melanoma', 'super_section': None}"
737,"Surgeryis the main treatment for melanoma. Melanoma may go through many layers of skin. To remove all of the cancer, surgeons may remove a large area of skin around the melanoma. A skin graft may be needed to close the wound. Lymph node biopsy and removal of lymph nodes (dissection) may also be needed. Patients withlocalizedtumors (stage 1 and 2) may be treated with surgery alone.
If melanoma has spread to lymph nodes or other parts of the body, other treatments are needed. These may include immunotherapy and/or chemotherapy.
Children may be treated for melanoma as part of aclinical trial.
ImmunotherapyImmunotherapyuses the body’s ownimmune systemto kill cancer cells.  A range of immunotherapy drugs are being studied in melanoma. Some medicines block signals that control the growth of cancer cells. Other agents use proteins that attach to cancer cells. Then immune cells can find and kill the cancer.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Surgery', 'super_section': None}"
738,"Immunotherapyuses the body’s ownimmune systemto kill cancer cells.  A range of immunotherapy drugs are being studied in melanoma. Some medicines block signals that control the growth of cancer cells. Other agents use proteins that attach to cancer cells. Then immune cells can find and kill the cancer.
Targeted therapyTargeted therapiesare drugs that work by targeting features of tumor cells such as genes and proteins. Some melanoma patients have a change (mutation) in the BRAF gene. This causes cells to make an abnormal protein. Drugs that block the abnormal BRAF protein include BRAF inhibitors (vemurafenib,dabrafenib) and MEK protein inhibitors (trametinib, cobimetinib). About half of melanomas have a BRAF mutation. Targeted therapy may help these patients.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Immunotherapy', 'super_section': None}"
739,"Targeted therapiesare drugs that work by targeting features of tumor cells such as genes and proteins. Some melanoma patients have a change (mutation) in the BRAF gene. This causes cells to make an abnormal protein. Drugs that block the abnormal BRAF protein include BRAF inhibitors (vemurafenib,dabrafenib) and MEK protein inhibitors (trametinib, cobimetinib). About half of melanomas have a BRAF mutation. Targeted therapy may help these patients.
ChemotherapyChemotherapymay be used to treatmetastaticmelanoma. But melanoma does not always respond to chemotherapy. Depending on the location of the tumor and stage of disease, chemotherapy may besystemicorregional.Systemic chemotherapy works throughout the body. It may be given by injection or taken by mouth.Inregional chemotherapy, doctors give thedrugdirectly intocancercellsin one part of the body.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Targeted therapy', 'super_section': None}"
740,"Chemotherapymay be used to treatmetastaticmelanoma. But melanoma does not always respond to chemotherapy. Depending on the location of the tumor and stage of disease, chemotherapy may besystemicorregional.
Systemic chemotherapy works throughout the body. It may be given by injection or taken by mouth.
Inregional chemotherapy, doctors give thedrugdirectly intocancercellsin one part of the body.
Radiation therapyRadiation therapymay be used to treat melanoma that has spread to lymph nodes or other parts of the body such as the brain.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Chemotherapy', 'super_section': None}"
741,Radiation therapymay be used to treat melanoma that has spread to lymph nodes or other parts of the body such as the brain.,"{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Radiation therapy', 'super_section': None}"
742,"The chance of recovery from melanoma depends on a variety of factors such as:
Thickness of the tumor
Location of the tumor
If the cancer has spread to lymph nodes or other parts of the body and the number of areas it has spread to
If surgery completely removes the tumor
Level oflactate dehydrogenase(LDH) in the blood
Overall, the stage of disease is the most important factor for prognosis. Patients withmelanoma that has not spread have an excellent prognosis. Survival rates are more than 90% in the United States. But patients whose disease has spread are more difficult to treat.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Prognosis for melanoma', 'super_section': None}"
743,"Survivors of melanoma are at higher risk for cancer coming back. Melanoma survivors should have regular exams by a dermatologist at least every 6 months. Check their skin regularly and see a doctor at any sign of change.
Here are some ways to helpprevent melanoma:
Limit sun exposure.
Wear sunscreen.
Avoid tanning beds.
Know your skin.
Check medicines for sun sensitivity.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Prevention of melanoma', 'super_section': None}"
744,"Melanoma survivor Maren Davis and Ashfaq Marghoob, MD, offer tips on skin cancer prevention.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'How to Protect Your Skin', 'super_section': None}"
745,"Childhood cancer survivors should have long-term follow-up health care. Some treatments can causelate effects. These are health problems that happen months or years after treatment has ended.
It is important to have regular checkups and screenings by a primary health care provider. Your child should have asurvivorship care planafter they complete treatment. It includes guidance on:
Health screenings
Disease risk factors
How to improve health
Share this plan with your child’s care providers.
Survivors should adopt healthy habits to protect their health. This includes physical activity and healthy eating.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Late effects of treatment', 'super_section': None}"
746,"What are our treatment options?
What are the possible side effects of each treatment?
What can be done to manage side effects?
Will my child need to be in the hospital for treatment?
Where is the treatment available? Is it close to home or will we have to travel?","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Questions to ask your care team', 'super_section': None}"
747,"Melanoma is a type of skin cancer.
It can develop on any part of the skin, even in the eye.
If left untreated, melanoma can spread to other body parts.
Symptoms of melanoma include unusual skin changes.
Melanoma patients are usually treated with surgery.
Melanoma survivors should have exams at least every 6 months to make sure the cancer does not return.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Key points about melanoma', 'super_section': None}"
748,"MRF's Kid's Guide to Self-Screening
Don't Fry Day Poster
Generation SunSmart
—Reviewed: May 2023","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Find more information', 'super_section': None}"
749,"Targeted TherapyTargeted therapies are newer types of drugs that act on or target specific features of cancer cells. Learn more about how targeted therapy works.
Targeted therapies are newer types of drugs that act on or target specific features of cancer cells. Learn more about how targeted therapy works.
How to Protect Your Child’s SkinRegular care helps keep your child’s skin healthy. Learn how to protect your child’s skin with simple tips for cleaning, moisturizing, and sun safety.
Regular care helps keep your child’s skin healthy. Learn how to protect your child’s skin with simple tips for cleaning, moisturizing, and sun safety.
ImmunotherapyImmunotherapy is a cancer treatment that uses the immune system to fight cancer. This therapy works by helping the immune system find cancer cells and attack them or increase the immune response to cancer.
Immunotherapy is a cancer treatment that uses the immune system to fight cancer. This therapy works by helping the immune system find cancer cells and attack them or increase the immune response to cancer.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/melanoma.html', 'retrieved_at': '2025-09-29T18:09:23.911213', 'title': 'Melanoma in Children and Teens - Together by St. Jude™', 'section': 'Related Content', 'super_section': None}"
750,"Neuroblastoma is a cancer that grows from cells in the nervous system. It forms when healthy nervous system cells do not develop as they should. Instead, cancer cells called ""neuroblasts"" become stuck in an early stage of development. They do not become healthy, normal cells. The cancer cells begin to grow, and this causes a tumor to form.
Patients with neuroblastoma may have only one tumor. Or neuroblastoma cells may spread to other parts of the body. Neuroblastoma is usually found in children younger than 5. It is the most commonsolid tumorfound outside the brain in children.
Neuroblastoma often starts in the abdomen, either in theadrenal glandor in other nerve cells. It can also form in the neck, chest, or pelvis.
Symptoms depend on the location of the tumor (or tumors if the cancer has spread). The symptoms may include a lump, pain, loss of appetite, tiredness, and irritability.
Some babies with neuroblastoma do not need treatment. The doctor will follow the tumor's progress closely, and sometimes it will go away on its own.
Some children with neuroblastoma needsurgeryonly.
But about half of neuroblastoma patients have high-risk disease. They needchemotherapy,surgery,radiation therapy, andimmunotherapy.
About 700 children are diagnosed with neuroblastoma in the U.S. each year.
Neuroblastoma often forms in nerve tissue of the adrenal glands, which are on top of the kidneys.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'What is neuroblastoma?', 'super_section': None}"
751,"Signs and symptoms depend on where the cancer is located. They may include:
Lump or mass in the neck, chest, or abdomen
Bulging eyes or dark circles around the eyes
Stomach pain
Irritability
Less appetite
Constipation
Feeling tired
Leg weakness
Other symptoms may include:
Diarrhea
Change in eye movement
High blood pressure
Headache
Cough
Trouble breathing
Fever
Bruising
Horner syndrome
Neuroblastoma has often spread to other parts of the body before it is diagnosed.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Symptoms of neuroblastoma', 'super_section': None}"
752,"Some neuroblastoma patients develop Horner syndrome, or nerve damage around the eye. Symptoms may include:
A drooping eyelid
Small pupil
Loss of the ability to sweat on one side of the face
Learn more about Horner syndrome","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'What is Horner syndrome?', 'super_section': None}"
753,"Neuroblastoma is most common in young children. It happens slightly more often in males than females.
A small number of patients (1–2%) havehereditaryneuroblastoma. This can be passed down in families. It is often caused by a change in theALKorPHOX2Bgenes. But other gene mutations have also been linked to hereditary neuroblastoma.
Learn more about hereditary neuroblastoma","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Risk factors and causes of neuroblastoma', 'super_section': None}"
754,"Doctors use several types of tests when diagnosing neuroblastoma. Tests may include:
A physical exam and health history
Blood tests to checkblood counts, kidney and liver function
Urine tests to look for vanillylmandelic acid (VMA) and homovanillic acid (HVA). VMA and HVA are produced by the breakdown ofcatecholamines, which are hormones produced by neuroblasts. Children with neuroblastoma often have high levels of VMA and HVA. These substances may help monitor response to treatment.
Aneurological examto measure brain and nerve function including memory, vision, hearing, muscle strength, balance, coordination, and reflexes
Imaging tests to learn about the size and location of the tumor(s)X-rayUltrasoundComputed tomography(CT or CAT scan)Magnetic resonance imaging(MRI)Full-body imaging using anMIBG scan or PET scan
X-ray
Ultrasound
Computed tomography(CT or CAT scan)
Magnetic resonance imaging(MRI)
Full-body imaging using anMIBG scan or PET scan
An imaging test, called an MIBG scan, shows neuroblastoma.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Diagnosis of neuroblastoma', 'super_section': None}"
755,"The letters MIBG stand for meta-iodobenzylguanidine, a protein that is absorbed by most neuroblastoma cells. Patients receive an injection of atracerwhich contains MIBG. A special camera creates images of the body and highlights where MIBG is taken up by cells. The scan can show neuroblastoma cells throughout the body.
Bone marrow aspiration and biopsy
Abiopsyof the tumor
Doctors will study the tumor for features that are important to diagnose and treat neuroblastoma. Some tumors areaggressiveand require intense therapy. Doctors can predict how a tumor might respond to treatment by how the cells look and whether there are certain gene changes in the tumor.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'What is an MIBG scan?', 'super_section': None}"
756,"Biology and tumorhistologyaffect neuroblastoma risk and prognosis.
Certain genetic features of the tumor are linked to higher risk. These include:
MYCN status – MYCN is a gene present in cells. Neuroblastoma cells can have many copies of this gene. This is called MYCN amplification. It means that the tumor cells are:Much harder to treatMore likely to spreadMore likely to come back after treatment
Much harder to treat
More likely to spread
More likely to come back after treatment
Changes in tumor chromosomes – All cells have chromosomes. In neuroblastoma tumor cells, all or parts of chromosomes can be lost or gained. Specific changes can make the tumor more aggressive.
Gene mutations – Certain gene mutations cause neuroblastoma to act more aggressive.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Tumor features and neuroblastoma prognosis', 'super_section': None}"
757,"Neuroblastoma is staged using the International Neuroblastoma Risk Group Staging System (INRGSS). Staging is based on these factors:
Tumor location
Effect on nearby organs
Spread of disease","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Stages of neuroblastoma', 'super_section': None}"
758,"Doctors use risk groups to classify neuroblastoma and plan treatments. There are 3 risk groups:
Low risk
Intermediate risk
High risk
High-risk neuroblastoma means that the cancer is hard to remove and more likely to come back. Children with high-risk neuroblastoma need intense therapy.
Risk groups are based on factors that include:
Patient age
Stage of disease
Tumor characteristics","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Neuroblastoma risk groups', 'super_section': None}"
759,"Treatment depends on the assigned risk group. Treatment options may include:
Observation (no treatment)
Surgery
Chemotherapy
High-dose chemotherapy withstem cell rescue
Immunotherapy
Radiation therapy
Very young, low-risk patients may be followed with observation instead of active treatment. Sometimes neuroblastoma goes away on its own (regression). But this is rare. Patients are watched closely for tumorprogression.
Patients with neuroblastoma may be offered treatment as part of aclinical trial. Neuroblastoma treatments are planned based on risk groups:
SurgerySurgeryis used to remove as much of the cancer as possible. But, unlike other tumor types, it is not necessary to remove all of the tumor. Instead, the goal is to remove as much of the tumor as possible without harming the nearby organs or structures. Patients with low-risk neuroblastoma may be treated with surgery alone.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Treatment of neuroblastoma', 'super_section': None}"
760,"Surgeryis used to remove as much of the cancer as possible. But, unlike other tumor types, it is not necessary to remove all of the tumor. Instead, the goal is to remove as much of the tumor as possible without harming the nearby organs or structures. Patients with low-risk neuroblastoma may be treated with surgery alone.
ChemotherapyChemotherapy(“chemo”) is a main treatment for neuroblastoma, especially for intermediate- and high-risk disease. Chemotherapy works by damaging the cancer cell’s DNA. This stops cancer cells from growing and making new cancer cells.Many types of chemotherapy medicines are used to treat the cancer. Chemotherapy is given by injection. In high-risk disease, it is usually given before surgery to make the tumor smaller. It is also given after surgery to kill any remaining cancer cells and to help keep the tumor from coming back.Chemotherapy drugs used in neuroblastoma includecarboplatin,cyclophosphamide,doxorubicin,etoposide,topotecan,cisplatin, andvincristine.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Surgery', 'super_section': None}"
761,"Chemotherapy(“chemo”) is a main treatment for neuroblastoma, especially for intermediate- and high-risk disease. Chemotherapy works by damaging the cancer cell’s DNA. This stops cancer cells from growing and making new cancer cells.
Many types of chemotherapy medicines are used to treat the cancer. Chemotherapy is given by injection. In high-risk disease, it is usually given before surgery to make the tumor smaller. It is also given after surgery to kill any remaining cancer cells and to help keep the tumor from coming back.
Chemotherapy drugs used in neuroblastoma includecarboplatin,cyclophosphamide,doxorubicin,etoposide,topotecan,cisplatin, andvincristine.
High-dose chemotherapy with stem cell transplantChildren with high-risk neuroblastoma get high-dose chemotherapywithstem cell transplantduring the 2nd phase of therapy (calledconsolidation therapy). Near the start of therapy, stem cells from the patient are frozen to use during stem cell transplant.During consolidation, the patient gets high doses of chemotherapy to kill remaining cancer cells. This chemotherapy greatly decreases the patient’s normal blood cells. The patient then gets an infusion of their stored stem cells to rescue their bone marrow cells from this high-dose therapy. This treatment is given twice and is often called “tandem transplant.""Chemotherapy used during transplant includesthiotepa,cyclophosphamide,carboplatin,etoposide, andmelphalan.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Chemotherapy', 'super_section': None}"
762,"Children with high-risk neuroblastoma get high-dose chemotherapywithstem cell transplantduring the 2nd phase of therapy (calledconsolidation therapy). Near the start of therapy, stem cells from the patient are frozen to use during stem cell transplant.
During consolidation, the patient gets high doses of chemotherapy to kill remaining cancer cells. This chemotherapy greatly decreases the patient’s normal blood cells. The patient then gets an infusion of their stored stem cells to rescue their bone marrow cells from this high-dose therapy. This treatment is given twice and is often called “tandem transplant.""
Chemotherapy used during transplant includesthiotepa,cyclophosphamide,carboplatin,etoposide, andmelphalan.
Radiation therapyRadiation therapyis often used during the treatment of high-risk neuroblastoma. It is always given to the tumor where the cancer started. Sometimes it is also used in some areas where the cancer has spread. Radiation therapy helps kill cancer cells by damaging the DNA of the tumor cells.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'High-dose chemotherapy with stem cell transplant', 'super_section': None}"
763,"Radiation therapyis often used during the treatment of high-risk neuroblastoma. It is always given to the tumor where the cancer started. Sometimes it is also used in some areas where the cancer has spread. Radiation therapy helps kill cancer cells by damaging the DNA of the tumor cells.
ImmunotherapyImmunotherapyis an important treatment for high-risk neuroblastoma. A monoclonal antibody is given by injection. This antibody travels around the body and attaches to neuroblastoma tumor cells. It acts as a flag to attract the immune system to attack the tumor cells.A medicine is then given to increase a type of white blood cell callednatural killer cells. These immune cells travel around the body and find the antibody attached to the tumor cells. The natural killer cells then destroy the tumor cells.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Radiation therapy', 'super_section': None}"
764,"Immunotherapyis an important treatment for high-risk neuroblastoma. A monoclonal antibody is given by injection. This antibody travels around the body and attaches to neuroblastoma tumor cells. It acts as a flag to attract the immune system to attack the tumor cells.
A medicine is then given to increase a type of white blood cell callednatural killer cells. These immune cells travel around the body and find the antibody attached to the tumor cells. The natural killer cells then destroy the tumor cells.
A CT scan shows neuroblastoma in a patient's chest before treatment.
After one course of chemo, the tumor got smaller.
After a second course of chemo, the tumor is even smaller.
The scan shows the patient's chest after surgery to remove the tumor.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Immunotherapy', 'super_section': None}"
765,"Neuroblastoma survival depends on several factors:
Child’s age at diagnosis
Risk group
The genetics of the tumor
Whether the cancer has spread
How the tumor responds to treatment
Whether the cancer is recurrent (has come back)
Your child's doctor is the best source of information on your child's specific case.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/neuroblastoma.html', 'retrieved_at': '2025-09-29T18:09:24.158549', 'title': 'Neuroblastoma in Children and Teens - Together by St. Jude™', 'section': 'Prognosis for neuroblastoma', 'super_section': None}"
